id,rn,enc_col_0,enc_col_1,enc_col_2,enc_col_3,enc_col_4,enc_col_5,enc_col_6,enc_col_7,enc_col_8,enc_col_9,enc_col_10,enc_col_11,enc_col_12,enc_col_13,enc_col_14,enc_col_15,enc_col_16,enc_col_17,enc_col_18,enc_col_19,enc_col_20,enc_col_21,enc_col_22,enc_col_23,enc_col_24,enc_col_25,enc_col_26,enc_col_27,enc_col_28,enc_col_29,enc_col_30,enc_col_31,enc_col_32,enc_col_33,enc_col_34,enc_col_35,enc_col_36,enc_col_37,enc_col_38,enc_col_39,enc_col_40,enc_col_41,enc_col_42,enc_col_43,enc_col_44,enc_col_45,enc_col_46,enc_col_47,enc_col_48,enc_col_49,enc_col_50,enc_col_51,enc_col_52,enc_col_53,enc_col_54,enc_col_55,enc_col_56
322,8,1,4,1,6,1,0,1,3,1,4,3,5,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,2,0,3,1,3,17,3,4,4,0,1,0,4,4,3,3,3,2,16,0,3,3,9,6,0,0,5,0,16
322,9,1,3,1,6,1,0,1,0,1,1,0,12,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,2,0,3,1,3,17,0,4,1,8,1,0,6,1,0,0,0,2,16,0,0,0,11,16,0,0,5,0,14
322,10,1,4,1,6,1,0,1,3,1,4,3,7,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,12,1,3,3,4,3,3,3,2,16,3,3,3,7,5,3,0,5,0,19
322,11,1,3,1,6,1,0,1,0,1,1,0,8,0,0,1,1,0,16,0,0,0,0,1,0,0,8,1,2,5,0,3,1,3,17,0,4,1,2,0,0,2,1,0,0,0,2,16,0,0,0,0,1,0,0,5,0,14
322,12,1,4,1,6,1,0,1,3,1,4,3,15,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,13,0,3,1,3,17,3,4,4,13,0,0,2,4,0,3,3,2,16,0,1,3,16,9,0,0,5,0,11
322,13,0,4,1,6,1,0,1,3,1,4,3,8,0,3,1,1,3,16,1,0,3,3,3,3,3,8,0,1,8,0,1,1,2,17,3,4,4,9,0,0,2,4,3,3,3,2,18,3,3,3,1,16,3,0,5,0,0
322,14,1,3,1,6,1,0,1,3,1,4,3,4,0,3,1,1,3,16,0,0,3,3,3,3,3,8,0,2,0,0,4,1,2,17,3,4,4,12,1,0,2,4,3,3,3,2,8,3,3,3,14,7,3,0,5,0,16
323,1,1,4,1,6,1,0,1,3,1,4,3,7,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,2,0,3,1,3,17,3,4,4,13,1,3,2,4,3,3,3,2,16,3,3,3,15,5,3,0,5,3,6
323,2,1,4,1,6,1,0,1,3,1,4,3,7,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,0,0,3,1,3,17,3,4,4,11,1,0,2,4,3,3,3,2,16,3,3,3,13,5,3,0,5,0,17
323,3,1,4,1,6,1,0,1,3,1,4,3,7,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,0,0,3,1,3,17,3,4,4,12,1,3,2,4,3,3,3,2,16,3,3,3,2,5,3,0,5,0,16
323,4,0,3,0,6,1,0,1,0,1,1,0,11,1,0,1,0,0,16,0,0,0,0,0,0,0,8,0,3,1,0,2,1,2,17,0,4,1,6,1,0,6,1,0,0,0,2,10,1,0,0,0,8,0,1,5,0,8
323,5,1,4,1,6,1,0,1,0,1,4,3,6,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,8,0,3,1,3,17,3,4,1,2,1,0,6,4,0,0,3,2,16,0,0,3,16,9,0,0,5,0,17
323,6,1,5,1,6,1,0,1,3,1,4,3,0,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,2,0,3,1,3,17,3,4,4,16,1,3,2,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,18
323,7,1,5,1,6,1,0,1,3,1,4,3,0,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,2,0,3,1,3,17,3,4,4,5,1,3,0,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,18
323,8,1,5,1,6,1,0,1,3,1,4,3,0,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,2,0,3,1,3,17,3,4,4,8,1,3,1,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,18
323,9,1,5,1,6,1,0,1,3,1,4,3,14,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,2,0,3,1,3,17,3,4,4,1,1,3,2,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,13
323,10,1,5,1,6,1,0,1,3,1,4,3,14,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,2,0,3,1,3,17,3,4,4,5,1,3,1,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,6
323,11,1,4,1,6,1,0,1,0,1,4,3,11,1,0,1,1,3,16,0,0,3,3,3,3,3,8,0,2,13,0,5,1,2,17,3,4,1,5,1,0,6,4,0,0,3,2,11,0,0,3,14,8,0,0,5,0,14
323,12,1,4,1,6,1,0,1,3,1,4,3,11,1,0,1,0,3,16,1,0,3,3,3,3,3,8,0,2,8,0,5,1,2,17,3,4,4,13,1,0,0,4,3,3,3,2,11,0,3,3,1,8,0,0,5,0,11
323,13,1,1,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,0,0,3,3,3,3,3,8,0,2,0,0,4,1,2,17,3,4,4,0,1,0,4,4,3,3,3,2,15,3,3,3,16,8,3,0,5,0,19
323,14,1,3,1,6,1,0,1,3,1,4,3,4,0,3,1,1,3,16,0,3,3,3,3,3,3,8,0,2,7,0,4,1,2,17,3,4,4,0,1,3,6,4,3,3,3,2,3,3,3,3,14,7,3,0,5,3,19
324,1,1,4,1,6,1,0,1,3,1,4,3,1,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,5,1,0,4,4,0,3,3,2,16,0,0,3,13,0,0,0,5,0,13
324,2,1,4,1,6,1,0,1,3,1,4,3,1,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,3,2,4,3,3,3,2,16,3,3,3,3,5,3,0,5,0,5
324,3,0,4,1,6,1,0,1,3,1,4,3,1,0,3,1,1,3,16,0,1,3,3,3,3,3,8,1,1,4,0,3,1,3,11,3,4,4,4,0,0,2,4,3,3,3,2,16,3,3,3,8,11,0,0,5,0,19
324,4,1,4,1,6,1,0,1,3,1,4,3,3,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,0,2,4,3,3,3,2,16,3,3,3,8,11,3,0,5,0,6
324,5,1,3,1,6,1,0,1,0,1,4,3,3,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,7,1,3,1,3,17,3,4,4,2,1,0,1,4,0,3,3,2,16,0,0,3,4,12,0,0,5,0,12
324,6,0,3,1,6,1,0,1,0,1,4,0,14,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,3,3,1,3,1,3,17,0,4,1,4,0,0,2,1,0,0,0,2,16,0,0,0,4,13,0,0,5,0,11
324,7,1,4,1,6,1,0,1,3,1,4,3,5,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,7,1,3,5,4,3,3,3,2,16,3,3,3,3,5,3,0,5,0,3
324,8,0,4,1,6,1,0,1,0,1,4,3,10,0,0,1,0,3,16,0,0,3,3,3,3,3,8,1,1,4,0,3,1,3,3,3,4,4,16,1,0,1,4,0,3,3,2,16,1,0,3,15,9,0,1,5,0,8
324,9,1,4,1,6,1,0,1,0,1,4,3,11,1,0,1,1,0,16,0,0,3,3,3,0,3,8,1,2,4,1,3,1,3,17,3,4,1,5,1,0,2,4,0,0,0,2,16,0,0,3,4,8,0,0,5,0,0
324,10,1,3,1,6,1,0,1,3,1,4,3,7,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,5,1,3,1,3,17,3,4,4,1,1,0,0,4,3,3,3,2,16,0,3,3,4,2,0,0,5,0,7
324,11,1,3,1,6,1,0,1,0,1,4,0,11,1,0,1,1,0,16,0,0,3,0,0,0,3,8,0,2,4,0,3,1,2,17,3,4,1,12,1,0,0,4,0,0,0,2,5,0,0,0,17,8,0,0,5,0,1
324,12,1,4,1,6,1,0,1,0,1,4,3,2,0,0,1,1,3,16,0,0,3,3,3,0,3,8,1,2,0,0,3,1,3,17,3,4,1,1,1,0,2,4,0,0,0,2,16,0,0,3,17,15,0,0,5,0,14
325,1,1,0,1,6,1,0,1,3,1,4,3,3,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,2,0,3,1,3,17,3,4,4,9,1,0,2,4,3,3,3,2,16,3,3,3,0,7,0,0,5,0,15
325,2,1,4,1,6,1,0,1,0,1,1,0,13,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,2,0,3,1,3,17,0,4,1,8,1,0,0,1,0,0,0,2,16,0,0,0,6,14,0,0,5,0,2
325,3,1,3,1,6,1,0,1,0,1,4,0,14,0,0,1,1,0,16,0,0,3,0,0,0,3,8,0,2,2,0,3,1,2,17,3,4,1,4,0,0,2,4,0,0,0,2,16,0,0,0,11,13,0,0,5,1,17
325,4,1,3,1,6,1,0,1,0,1,4,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,5,1,3,1,2,17,0,4,1,5,1,0,2,1,0,0,0,2,16,0,0,0,4,8,0,0,5,0,14
325,5,1,3,1,6,1,0,1,3,1,4,3,4,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,2,0,3,1,2,17,3,4,4,1,1,3,1,4,3,3,3,2,16,3,3,3,6,1,3,0,5,3,0
326,1,1,4,1,6,1,0,1,3,1,4,3,5,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,4,1,0,2,4,3,3,3,2,16,0,3,3,8,11,0,0,5,0,5
326,2,1,4,1,6,1,0,1,3,1,4,3,10,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,0,2,4,3,3,3,2,16,3,3,3,8,11,3,0,5,0,5
326,3,1,3,1,6,1,0,1,0,1,1,0,11,1,0,1,0,0,16,0,0,0,0,0,0,0,8,0,2,8,0,2,1,2,17,0,4,1,1,1,0,2,1,0,0,0,2,3,1,0,0,0,8,0,0,5,0,17
326,4,0,4,0,6,1,0,1,0,1,1,0,11,1,0,1,0,0,16,1,0,0,0,0,0,0,8,0,1,0,0,2,1,2,17,0,4,1,11,1,0,2,1,0,0,0,2,12,0,0,0,14,8,1,0,5,0,11
326,5,1,4,1,6,1,0,1,0,1,4,0,11,1,0,1,0,0,16,0,0,0,0,0,0,0,8,0,2,3,0,3,1,2,17,0,4,1,12,1,0,6,1,0,0,0,2,16,0,0,0,2,8,0,1,5,0,14
327,1,1,3,1,6,1,0,1,0,1,4,0,15,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,3,1,3,1,3,17,0,4,1,7,1,0,2,1,0,0,0,2,16,0,0,0,4,1,0,0,5,0,14
327,2,1,3,1,6,1,0,1,3,1,4,3,1,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,13,1,3,3,4,3,3,3,2,16,3,3,3,6,10,3,0,5,3,1
327,3,0,4,1,6,1,0,1,1,1,1,0,3,0,0,1,0,0,16,0,0,0,0,0,0,0,8,1,1,4,0,3,1,3,17,0,4,2,13,0,0,2,1,0,0,0,2,16,0,0,0,14,13,0,0,5,0,15
327,4,1,4,1,6,1,0,1,0,1,1,0,3,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,9,1,0,2,1,0,0,0,2,16,0,0,0,14,13,0,0,5,0,15
327,5,0,3,0,6,1,0,1,0,1,4,0,4,0,0,1,1,0,16,0,0,3,3,0,1,3,8,0,2,4,0,3,1,3,4,3,4,2,6,0,0,2,4,0,0,0,5,9,0,0,0,6,1,0,0,5,0,4
327,6,1,4,1,6,1,0,1,3,1,4,3,13,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,9,1,3,1,4,3,3,3,2,16,3,3,3,16,9,3,0,5,0,16
327,7,1,2,1,6,1,0,1,0,1,1,0,12,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,5,1,0,2,1,0,0,0,2,16,0,0,0,17,16,0,0,5,0,15
327,8,1,4,1,6,1,0,1,3,1,4,3,10,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,16,1,0,1,4,3,3,3,2,16,0,0,3,15,9,0,0,5,0,11
327,9,1,4,1,6,1,0,1,3,1,4,3,10,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,12,1,0,2,4,3,3,3,2,16,3,3,3,13,2,0,0,5,0,8
327,10,1,4,1,6,1,0,1,3,1,4,3,10,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,10,0,3,1,3,17,3,4,4,7,1,3,0,4,3,3,3,2,16,3,3,3,3,5,3,0,5,3,6
327,11,0,3,0,6,1,0,1,3,1,4,3,12,0,3,1,0,3,16,0,3,3,3,3,3,3,8,0,2,4,0,3,1,3,4,3,4,4,8,1,0,2,4,3,3,3,5,9,3,3,3,11,12,3,0,5,1,4
327,12,1,4,1,6,1,0,1,0,1,4,3,0,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,1,8,1,0,2,4,0,0,3,2,16,0,0,3,16,9,0,0,5,0,15
327,13,0,4,1,6,1,0,1,3,1,4,3,14,0,0,1,1,3,16,0,1,3,3,3,3,3,8,1,1,10,0,3,1,3,3,3,4,4,9,0,0,2,4,0,3,3,2,16,0,0,3,9,0,0,0,5,0,16
327,14,0,4,1,6,1,0,1,3,1,4,3,15,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,1,1,0,3,1,3,3,3,4,4,1,0,1,2,4,3,3,3,2,16,3,3,3,9,11,3,0,5,0,8
327,15,1,4,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,0,3,3,3,3,3,3,8,0,2,4,0,5,1,2,17,3,4,4,5,1,0,2,4,3,3,3,2,3,3,3,3,2,8,3,0,5,0,9
328,1,1,4,1,6,1,0,1,0,1,4,3,11,0,0,1,1,3,16,0,0,3,3,3,3,3,8,0,2,9,0,3,1,2,17,3,4,1,0,1,0,5,4,0,3,3,2,4,0,0,3,16,9,0,0,5,0,19
328,2,1,3,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,3,3,3,3,3,3,3,8,0,2,9,1,2,1,2,17,3,4,4,6,1,3,3,4,3,3,3,2,11,3,3,3,4,8,3,3,5,3,10
329,1,1,3,1,6,1,0,1,0,1,4,0,2,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,8,1,3,1,3,17,0,4,1,9,1,0,3,1,0,0,0,2,16,0,0,0,4,1,0,0,5,0,11
329,2,0,4,1,6,1,0,1,3,1,4,3,10,0,0,1,0,3,16,0,0,3,3,3,3,3,8,1,3,4,0,3,1,3,17,3,4,4,15,1,0,2,4,0,3,3,2,16,0,0,3,13,0,0,1,5,0,19
329,3,1,1,1,6,1,0,1,3,1,4,3,10,0,0,1,0,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,0,2,4,0,3,3,2,16,0,0,3,13,0,0,1,5,0,19
329,4,1,4,1,6,1,0,1,3,1,4,3,7,0,3,1,1,3,16,1,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,8,0,1,2,4,3,3,3,2,16,0,3,3,13,0,0,0,5,1,12
329,5,0,3,0,6,1,0,1,3,1,4,3,12,0,3,1,1,3,16,0,3,3,3,3,3,3,8,0,2,4,0,3,1,3,4,3,4,4,1,1,3,2,4,3,3,3,5,9,3,3,3,13,2,3,0,5,3,4
329,6,1,4,1,6,1,0,1,0,1,1,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,0,2,4,0,3,1,2,17,0,4,1,8,1,0,2,1,0,0,0,2,4,0,0,0,1,8,0,0,5,0,11
329,7,1,1,1,6,1,0,1,3,1,4,3,0,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,8,1,0,2,4,0,3,3,2,16,0,0,3,13,0,0,0,5,0,19
330,1,1,4,1,6,1,0,1,3,1,4,3,2,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,11,0,3,1,3,17,3,4,4,4,1,0,2,4,3,3,3,2,16,3,3,3,14,5,3,0,5,0,15
330,2,1,4,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,3,3,3,3,3,3,3,8,0,2,11,0,1,1,2,17,3,4,4,14,1,3,0,4,3,3,3,2,3,3,3,3,11,8,3,0,5,3,15
331,1,0,4,1,6,1,0,1,3,1,4,3,3,0,0,1,1,3,16,1,1,3,3,3,3,3,8,1,3,4,0,3,1,3,0,3,4,4,15,0,0,0,4,0,3,3,2,16,0,0,3,9,0,0,0,5,0,6
331,2,0,4,1,6,1,0,1,0,1,4,0,12,0,1,1,1,0,16,1,0,0,0,0,1,0,8,1,1,11,0,3,1,3,17,0,4,1,15,0,0,1,1,0,0,0,2,16,0,0,1,17,16,0,0,5,0,0
331,3,1,3,1,6,1,0,1,0,1,4,3,10,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,1,3,1,0,2,4,0,3,3,2,16,0,0,3,9,12,0,0,5,0,8
331,4,0,3,1,6,1,0,1,0,1,4,3,14,0,1,1,1,0,16,0,0,3,3,1,1,3,8,1,1,7,1,3,1,3,17,3,4,1,9,0,0,2,4,0,0,0,2,16,0,1,3,4,15,0,0,5,0,8
332,1,1,3,1,6,1,0,0,0,0,4,3,7,0,3,0,1,3,16,3,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,1,12,0,3,2,4,1,0,0,2,16,3,2,3,17,14,3,0,5,3,10
332,2,1,4,1,6,1,0,1,3,1,4,3,10,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,12,1,0,2,4,3,3,3,2,16,3,3,3,8,11,3,0,5,0,13
332,3,1,4,1,6,1,0,1,3,1,4,3,14,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,9,0,3,1,3,17,3,4,4,6,1,3,3,4,3,3,3,2,16,3,3,3,13,5,3,0,5,3,12
332,4,1,4,1,6,1,0,1,3,1,4,3,6,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,1,1,3,4,4,3,3,3,2,16,3,3,3,4,3,3,0,5,3,19
332,5,1,4,1,6,1,0,1,3,1,4,3,11,0,3,1,1,3,16,0,0,3,3,3,3,3,8,0,2,0,0,4,1,2,17,3,4,4,0,1,0,2,4,3,3,3,2,10,3,3,3,15,9,0,0,5,0,10
333,1,1,2,1,6,1,0,1,3,1,4,3,13,0,3,1,1,3,16,0,0,3,3,3,3,3,8,1,2,2,0,3,1,3,17,3,4,4,1,1,0,2,4,3,3,3,2,16,0,3,3,14,10,0,0,5,0,9
333,2,1,0,1,6,3,0,1,3,1,4,3,11,1,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,2,1,3,1,4,17,3,4,4,9,1,3,5,4,3,3,3,2,16,3,3,3,4,8,3,0,5,3,15
333,3,1,4,1,6,1,0,1,3,1,4,3,3,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,2,0,3,1,3,17,3,4,4,12,1,0,4,4,0,3,3,2,16,0,0,3,16,0,0,0,5,0,10
333,4,1,0,1,6,1,0,1,0,1,1,0,4,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,2,0,3,1,3,17,0,4,1,1,1,0,2,1,0,0,0,2,16,0,0,0,6,1,0,0,5,0,2
333,5,1,3,1,6,1,0,1,0,1,4,3,11,1,0,1,1,0,16,0,0,3,3,0,0,3,8,1,2,1,0,3,1,2,17,3,4,1,3,1,0,6,4,0,0,0,2,16,0,0,3,17,8,0,0,5,0,17
333,6,1,0,1,6,1,0,1,3,1,4,3,4,0,0,1,1,3,16,0,0,3,3,3,3,3,8,0,2,11,0,1,1,2,17,3,4,4,12,1,0,2,4,3,3,3,2,3,0,3,3,0,1,0,0,5,0,2
333,7,1,4,1,6,1,0,1,3,1,4,3,6,0,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,3,0,3,1,3,17,3,4,4,6,1,3,3,4,3,3,3,2,16,3,3,3,7,3,3,0,5,3,3
333,8,1,4,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,3,3,3,3,3,3,3,8,0,2,3,0,5,1,2,17,3,4,4,2,1,3,2,4,3,3,3,2,6,3,3,3,14,8,3,3,5,3,14
334,1,1,4,1,6,1,0,1,0,1,1,0,13,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,5,1,0,2,1,0,0,0,2,16,0,0,0,1,16,0,0,5,0,14
334,2,1,4,1,6,1,0,1,0,1,4,0,12,0,0,1,1,0,16,0,0,3,3,0,0,3,8,1,2,4,0,3,1,3,17,3,4,1,1,1,0,2,4,0,0,0,2,16,0,0,0,14,7,0,0,5,0,15
334,3,1,4,1,6,1,0,1,3,1,4,3,3,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,15,1,3,2,4,3,3,3,2,16,3,3,3,17,5,3,0,5,0,0
334,4,0,3,0,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,0,3,3,3,3,3,3,8,0,2,4,0,3,1,2,4,3,4,4,3,1,3,1,4,3,3,3,5,9,3,3,3,11,8,3,0,5,0,4
334,5,0,3,0,6,1,0,1,3,1,4,3,7,0,3,1,1,3,16,0,3,3,3,3,3,3,8,0,2,4,0,3,1,2,4,3,4,4,5,1,0,6,4,3,3,3,5,9,3,3,3,17,16,3,0,5,0,4
334,6,1,4,1,6,1,0,1,0,1,1,0,15,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,7,1,0,2,1,0,0,0,2,16,0,0,0,14,7,0,0,5,0,15
334,7,1,4,1,6,1,0,1,0,1,1,0,15,0,0,1,0,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,1,1,0,3,1,0,1,0,2,16,0,0,0,14,7,0,0,5,0,0
334,8,1,3,1,6,1,0,1,0,1,1,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,4,0,3,1,2,17,0,4,1,1,1,0,0,1,0,0,0,2,16,0,0,0,0,8,0,0,5,0,11
334,9,1,4,1,6,1,0,1,0,1,1,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,0,2,4,0,4,1,2,17,0,4,1,8,1,0,1,1,0,0,0,2,16,0,0,0,14,8,0,0,5,0,14
334,10,1,4,1,6,1,0,1,3,1,4,3,6,0,0,1,1,3,16,0,0,3,3,3,3,3,8,1,2,0,0,3,1,3,17,3,4,4,14,1,0,2,4,0,3,3,2,16,0,0,3,15,2,0,0,5,0,17
334,11,1,4,1,6,1,0,1,3,1,4,3,8,0,0,1,1,3,16,0,0,3,3,3,3,3,8,0,2,0,0,2,1,2,17,3,4,4,16,1,0,2,4,0,3,3,2,5,0,0,3,17,16,0,0,5,0,11
335,1,0,3,1,6,1,0,0,0,1,4,0,11,1,0,1,1,0,0,0,0,0,0,0,0,1,8,0,1,1,1,4,1,2,11,0,4,1,13,0,0,2,2,0,0,0,2,18,0,0,0,4,8,0,0,5,0,12
335,2,1,4,1,6,1,0,0,3,0,4,0,9,0,0,1,1,0,16,3,0,3,0,0,0,0,8,1,2,4,0,3,1,3,17,3,4,1,5,1,0,2,1,2,0,0,2,16,0,0,0,2,10,0,0,5,3,3
335,3,0,3,0,6,1,0,1,0,1,1,1,11,1,0,1,1,1,18,0,0,1,1,0,1,0,8,0,2,4,1,3,1,3,4,0,4,1,7,0,0,2,1,0,0,1,5,9,0,0,1,4,8,0,0,5,1,4
335,4,1,4,1,6,1,0,0,0,0,1,3,1,0,0,1,1,3,16,0,0,2,3,3,3,3,8,1,2,2,0,3,1,3,17,2,4,1,6,1,0,5,4,0,0,3,2,16,0,0,3,1,16,0,0,5,0,8
335,5,1,4,1,6,1,0,0,0,0,1,0,1,0,2,0,1,0,16,3,3,0,0,0,0,0,8,1,2,4,0,3,1,3,17,0,4,1,6,0,3,6,1,1,1,0,2,16,3,1,0,1,16,3,0,5,3,11
335,6,1,3,1,6,2,0,1,3,1,4,3,1,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,6,1,3,1,4,3,3,3,2,16,3,3,3,12,10,3,0,5,3,6
335,7,1,4,1,6,1,0,1,2,0,4,0,1,0,1,1,1,1,13,1,1,3,0,1,1,3,8,1,2,4,0,3,1,3,17,3,4,2,1,0,1,1,4,2,0,0,2,16,1,1,1,12,15,1,0,5,1,9
335,8,1,4,1,0,1,0,0,1,0,1,1,13,0,1,0,0,1,16,0,1,1,2,1,2,1,8,1,2,4,0,3,1,3,17,0,4,2,16,1,2,2,2,1,3,3,2,16,1,1,1,1,16,1,0,5,0,10
335,9,0,4,1,6,1,0,1,3,1,4,3,5,0,3,1,1,3,16,1,0,3,3,3,3,3,8,1,1,3,0,3,1,3,0,3,4,4,1,0,0,6,4,3,3,3,2,16,3,3,3,7,11,3,0,5,0,12
335,10,1,4,1,6,1,0,1,3,1,4,3,7,0,3,1,1,3,16,0,3,3,3,3,3,3,8,1,2,4,0,3,1,3,17,3,4,4,3,1,3,2,4,3,3,3,2,16,3,3,3,12,15,3,0,5,0,1
336,1,1,3,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,3,3,3,3,3,3,3,8,1,2,9,0,3,1,2,17,3,4,4,1,1,3,2,4,3,3,3,2,16,3,3,3,0,8,3,0,5,3,13
336,2,1,3,1,6,1,0,1,0,1,4,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,7,1,3,1,2,17,0,4,1,3,1,0,3,1,0,0,0,2,16,0,0,0,4,8,0,0,5,0,7
336,3,1,3,1,6,1,0,1,0,1,4,0,6,0,0,1,1,0,16,0,0,0,0,0,0,0,8,1,2,5,1,3,1,3,17,0,4,1,15,1,0,2,1,0,0,0,2,16,0,0,0,4,16,0,0,5,0,11
336,4,1,4,1,6,1,0,1,0,1,4,3,15,0,0,1,1,0,16,0,0,3,3,3,0,3,8,1,2,7,0,3,1,3,17,3,4,1,3,1,0,2,4,0,0,0,2,16,0,0,3,2,14,0,0,5,0,17
336,5,1,3,1,6,1,0,1,0,1,4,0,11,1,0,1,1,0,16,0,0,0,0,0,0,0,8,0,2,7,0,5,1,2,17,0,4,1,1,1,0,2,1,0,0,0,2,3,0,0,0,14,8,0,0,5,0,11
336,6,1,4,1,6,1,0,1,3,1,4,3,8,0,0,1,1,3,16,0,0,3,3,3,3,3,8,0,2,0,0,5,1,2,17,3,4,4,4,1,0,2,4,0,3,3,2,7,0,0,3,2,14,0,0,5,0,14
336,7,1,4,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,0,0,3,3,3,3,3,8,0,2,0,0,1,1,2,17,3,4,4,1,1,0,1,4,3,3,3,2,3,0,3,3,0,8,0,0,5,0,0
336,8,1,5,1,6,1,0,1,3,1,4,3,11,1,3,1,1,3,16,0,3,3,3,3,3,3,8,0,2,4,1,4,1,2,17,3,4,4,9,1,3,2,4,3,3,3,2,6,3,3,3,4,8,3,0,5,3,19
